#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.3.1182391	3.1182391	7/16/12		The Bahamas	12.1	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	The Bahamas	sponges	Mycale laxissima	Healthy	3	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	3			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dobu / Control / Transect 1-2 / Sponge ID 5 / 30.03.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.3.VIII.05.1.008.1181186	3.VIII.05.1.008.1181186	8/3/05		USA	304.5	Geodia spp	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	sponges	Geodia sp.		3.VIII.05.1.008	6046.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	3.VIII.05.1.008			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 27 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.30.1181524	30.1181524	7/19/12		Mexico	12.1	cDNA	True	0		ocean biome	reef	organic material feature	host-associated	Mexico	black-ball sponge	Ircinia strobilina	Healthy	30	467775.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	30			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dobu / Control / Transect 1-2 / Sponge ID 19 / 31.03.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.31.1182380	31.1182380	7/19/12		Mexico	12.1	cDNA	True	0		ocean biome	reef	organic material feature	host-associated	Mexico	black-ball sponge	Ircinia strobilina	Healthy	31	467775.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	31			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dobu / Control / Transect 1-2 / Sponge ID 21 / 31.03.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.32.1182266	32.1182266	7/19/12		Mexico	12.1	cDNA	True	0		ocean biome	reef	organic material feature	host-associated	Mexico	black-ball sponge	Ircinia strobilina	Healthy	32	467775.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	32			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dobu / Control / Transect 1-2 / Sponge ID 16 / 31.03.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.33.1181031	33.1181031	7/19/12		Mexico	12.1	cDNA	True	0		ocean biome	reef	organic material feature	host-associated	Mexico	black-ball sponge	Ircinia strobilina	Healthy	33	467775.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	33			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 16 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.37.1181852	37.1181852	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	37	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	37			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 14 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.38.1181311	38.1181311	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	38	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	38			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 17 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.39.1181424	39.1181424	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	39	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	39			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 18 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.4.1181603	4.1181603	7/16/12		The Bahamas	12.1	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	The Bahamas	black-ball sponge	Ircinia strobilina	Healthy	4	467775.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	4			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 40 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.4.VI.93.4.001.1181217	4.VI.93.4.001.1181217	6/4/93		The Bahamas	27.4	TEICHAXINELLA BURTONI	True	0		ocean biome	reef	organic material feature	host-associated	The Bahamas	sponges	Axinella sp.		4.VI.93.4.001	12958.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	4.VI.93.4.001			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 35 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.40.1181952	40.1181952	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	40	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	40			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 12 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.41.1181138	41.1181138	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	41	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	41			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 34 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.42.1182296	42.1182296	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	42	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	42			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 41 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.43.1182390	43.1182390	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	43	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	43			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 45 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.44.1182165	44.1182165	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	44	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	44			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 32 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.442.1181202	442.1181202	11/14/11		USA	5	Soil sample from sampling site	True	0		marine benthic biome	reef	marine sediment	sediment	United States of America	marine sediment	marine sediment metagenome		442	412755.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	442			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 13 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.443.1181825	443.1181825	8/1/86		USA	12.2	Axinella corrugata	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	sponges	Axinella corrugata		443	153946.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	443			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 2 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.444.1181616	444.1181616	7/19/06	Thacker	Panama	2	Tissue from the marine sponge Placospongia intermedia	True	0		ocean biome	reef	organic material feature	host-associated	Panama	sponges	Placospongia intermedia		444	1131261.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	444			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 49 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.45.1181980	45.1181980	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	45	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	45			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 38 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.46.1181039	46.1181039	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	46	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	46			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 10 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.47.1181582	47.1181582	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	47	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	47			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 11 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.48.1182158	48.1182158	6/12/12		Commonwealth of Puerto Rico	10	genomic DNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	48	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	48			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 47 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.49.1181198	49.1181198	6/12/12		Commonwealth of Puerto Rico	10	cDNA	True	0		ocean biome	reef	organic material feature	host-associated	Commonwealth of Puerto Rico	sponges	Mycale laxissima	Healthy	49	458504.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	49			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 3 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.120D.1182049	5.11.120D.1182049	5/11/12		USA	18.59	Diseased tissue from Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.120D	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.120D			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 42 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.120H.1181208	5.11.120H.1181208	5/11/12		USA	18.59	Healthy tissue from diseased Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.120H	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.120H			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 6 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.120I.1181387	5.11.120I.1181387	5/11/12		USA	18.59	Tissue from the_intermediate region (advancing line of tissue loss)_of diseased Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.120I	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.120I			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 7 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.121H.1182015	5.11.121H.1182015	5/11/12		USA	18.59	Tissue from_healthy Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.121H	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.121H			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 15 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.136H.1181497	5.11.136H.1181497	5/11/12		USA	18.59	Tissue from_healthy Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.136H	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.136H			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Seep / Transect 1-2 / Sponge ID 8 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.137H.1181106	5.11.137H.1181106	5/11/12		USA	18.59	Tissue from_healthy Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.137H	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.137H			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 50 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.5.11.142D.1182145	5.11.142D.1182145	5/11/12		USA	18.59	Diseased tissue from Xestospongia muta	True	0		ocean biome	reef	organic material feature	host-associated	United States of America	giant barrel sponge	Xestospongia muta		5.11.142D	178552.0	EMP_Thomas_sponges_16S_L007	-9.82425	Adult	150.81788	5.11.142D			Not applicable	Missing: Not provided	Australian Institute of Marine Science (Townsville, QLD)	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Illi / Control / Transect 1-2 / Sponge ID 30 / 04.04.14	sponge metagenome	Not applicable	10533	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.AW10.5.I.1181997	AW10.5.I.1181997	5/14/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.5.I	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.5.I			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	17.8
10793.AW10.5.II.1182241	AW10.5.II.1182241	5/14/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.5.II	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.5.II			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	17.8
10793.AW10.5.III.1182271	AW10.5.III.1182271	5/14/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.5.III	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.5.III			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	17.8
10793.AW10.6.I.1181654	AW10.6.I.1181654	6/18/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.6.I	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.6.I			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	15.7
10793.AW10.6.II.1181687	AW10.6.II.1181687	6/18/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.6.II	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.6.II			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True				10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	15.7
10793.AW10.6.III.1181410	AW10.6.III.1181410	6/18/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.6.III	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.6.III			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	15.7
10793.AW10.7.I.1181740	AW10.7.I.1181740	7/28/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.7.I	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.7.I			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	13.8
10793.AW10.7.II.1181304	AW10.7.II.1181304	7/28/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.7.II	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.7.II			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	13.8
10793.AW10.7.III.1182181	AW10.7.III.1182181	7/28/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.7.III	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.7.III			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	13.8
10793.AW10.8.I.1181963	AW10.8.I.1181963	8/26/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.8.I	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.8.I			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	12.6
10793.AW10.8.II.1181869	AW10.8.II.1181869	8/26/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.8.II	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.8.II			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	12.6
10793.AW10.8.III.1182423	AW10.8.III.1182423	8/26/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.8.III	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.8.III			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	12.6
10793.AW10.9.I.1181604	AW10.9.I.1181604	9/30/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.9.I	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.9.I			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	14
10793.AW10.9.II.1181973	AW10.9.II.1181973	9/30/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.9.II	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.9.II			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	14
10793.AW10.9.III.1181831	AW10.9.III.1181831	9/30/10		Spain	5	500mL Filtered Seawater (S'Agulla)	True	0		ocean biome	ocean water	ocean water	water	Spain	None	marine metagenome	Healthy	AW10.9.III	408172.0	EMP_Thomas_sponges_16S_L007	41.68	Adult	2.81	AW10.9.III			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Spain	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	14
