sample_name	altitude	anonymized_name	collection_date	collection_site	collection_timestamp	coreid	country	depth	description	dna_extracted	elevation	env_biome	env_feature	extracted_dna_avail_now	has_extracted_data	has_physical_specimen	health_status	host_common_name	host_order	host_subject_id	host_taxid	hypothesis	latitude	life_stage	lineage	longitude	notes	pco2_micro_atm	ph	physical_location	physical_specimen_location	physical_specimen_remaining	postitive_pcr	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	quantity_nanograms	salinity	sample_type	scientific_name	temp	title
1740.GC.2.4	0	GC.2.4	3/1/2012		2012-03-01 00:00:00	GC.2.4	GAZ:Saudi Arabia	13.5	Stylissa carteri	True	0	ENVO:ocean biome	ENVO:ocean water	True	True	True	Healthy	Stylissa carteri	Halichondrida	GC.2.4	279588.0		20.280232		cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Halichondrida; Axinellidae; Stylissa	38.512572999999996				University of Wuerzburg	University of Wuerzburg	False		True				1740			Stylissa carteri	Stylissa carteri		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.GC.2.5	0	GC.2.5	3/1/2012		2012-03-01 00:00:00	GC.2.5	GAZ:Saudi Arabia	13.5	Stylissa carteri	True	0	ENVO:ocean biome	ENVO:ocean water	True	True	True	Healthy	Stylissa carteri	Halichondrida	GC.2.5	279588.0		20.280232		cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Halichondrida; Axinellidae; Stylissa	38.512572999999996				University of Wuerzburg	University of Wuerzburg	False		True				1740			Stylissa carteri	Stylissa carteri		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.P12x103	0	P12x103			1959-01-01 00:00:00		GAZ:Panama	5.0	Tissue from the marine sponge Aplysina cauliformis	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	row pore rope sponge	Verongida	P12x103	289398.0		9.36068			-82.27799999999999				Thacker Lab	Thacker Lab	False		True				1740		34	row pore rope sponge	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Verongida; Aplysinidae; Aplysina		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.P12x112	0	P12x112			1959-01-01 00:00:00		GAZ:Panama	5.0	Tissue from the marine sponge Aplysina fulva	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	scattered pore rope sponge	Verongida	P12x112	289401.0		9.36068			-82.27799999999999				Thacker Lab	Thacker Lab	False		True				1740		34	scattered pore rope sponge	cellular organisms; Eukaryota; Opisthokonta; Metazoa; Porifera; Demospongiae; Verongida; Aplysinidae; Aplysina		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.30.1	0	SS.30.1	04/01/2009		2009-04-01 00:00:00		GAZ:Israel	3.0	Biemna ehrenbergi	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Biemna ehrenbergi	Poecilosclerida	SS.30.1	344323.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Biemna ehrenbergi	Biemna		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.30.2	0	SS.30.2	04/01/2009		2009-04-01 00:00:00		GAZ:Israel	3.0	Biemna ehrenbergi	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Biemna ehrenbergi	Poecilosclerida	SS.30.2	344323.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Biemna ehrenbergi	Biemna		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.31.1	0	SS.31.1	4/1/2009		2009-04-01 00:00:00		GAZ:Israel	5.0	Hyrtios erectus	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Hyrtios erectus	Dictyoceratida	SS.31.1	279628.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Hyrtios erectus	Hyrtios erectus		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.31.2	0	SS.31.2	4/1/2009		2009-04-01 00:00:00		GAZ:Israel	5.0	Hyrtios erectus	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Hyrtios erectus	Dictyoceratida	SS.31.2	279628.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Hyrtios erectus	Hyrtios erectus		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.31.3	0	SS.31.3	4/1/2009		2009-04-01 00:00:00		GAZ:Israel	5.0	Hyrtios erectus	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Hyrtios erectus	Dictyoceratida	SS.31.3	279628.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Hyrtios erectus	Hyrtios erectus		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.32.1	0	SS.32.1	04/01/2009		2009-04-01 00:00:00		GAZ:Israel	1.5	Theonella swinhoei	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Theonella swinhoei	Lithistida	SS.32.1	37505.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Theonella swinhoei	Theonella swinhoei		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.32.2	0	SS.32.2	04/01/2009		2009-04-01 00:00:00		GAZ:Israel	1.5	Theonella swinhoei	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Theonella swinhoei	Lithistida	SS.32.2	37505.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Theonella swinhoei	Theonella swinhoei		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.SS.32.3	0	SS.32.3	04/01/2009		2009-04-01 00:00:00		GAZ:Israel	1.5	Theonella swinhoei	True	0	ENVO:ocean biome	ENVO:reef	True	True	True	Healthy	Theonella swinhoei	Lithistida	SS.32.3	37505.0		29.557669			34.951925				University of Wuerzburg	University of Wuerzburg	False		True				1740			Theonella swinhoei	Theonella swinhoei		The Global Sponge Microbiome: Diversity and structure of symbiont  communities across the phylum Porifera - final
1740.Webster.2.C10.127.EMP.Thomas.sponges.16S.L008	0	Webster.2.C10.127		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.4% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	939	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	16.18		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C11.128.EMP.Thomas.sponges.16S.L008	0	Webster.2.C11.128		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.8% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	940	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	23.28		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C12.129.EMP.Thomas.sponges.16S.L008	0	Webster.2.C12.129		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.8% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	941	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	7.36		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C5.122.EMP.Thomas.sponges.16S.L008	0	Webster.2.C5.122		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.4% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	937	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	95.71		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C6.123.EMP.Thomas.sponges.16S.L008	0	Webster.2.C6.123		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	943	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C7.124.EMP.Thomas.sponges.16S.L008	0	Webster.2.C7.124		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	944	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	255.57		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C8.125.EMP.Thomas.sponges.16S.L008	0	Webster.2.C8.125		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	945	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	77.12		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.C9.126.EMP.Thomas.sponges.16S.L008	0	Webster.2.C9.126		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.4% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	938	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	62.77		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D1.130.EMP.Thomas.sponges.16S.L008	0	Webster.2.D1.130		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 0.8% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	942	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D10.139.EMP.Thomas.sponges.16S.L008	0	Webster.2.D10.139		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	990	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	120.36		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D11.140.EMP.Thomas.sponges.16S.L008	0	Webster.2.D11.140		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	1000	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D12.141.EMP.Thomas.sponges.16S.L008	0	Webster.2.D12.141		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	1001	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D2.131.EMP.Thomas.sponges.16S.L008	0	Webster.2.D2.131		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	946	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True				1740	1.37		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D3.132.EMP.Thomas.sponges.16S.L008	0	Webster.2.D3.132		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	947	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	18.33		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D4.133.EMP.Thomas.sponges.16S.L008	0	Webster.2.D4.133		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides disp 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	948	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D5.134.EMP.Thomas.sponges.16S.L008	0	Webster.2.D5.134		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	982	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	85.75		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D6.135.EMP.Thomas.sponges.16S.L008	0	Webster.2.D6.135		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	983	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	84.21		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D7.136.EMP.Thomas.sponges.16S.L008	0	Webster.2.D7.136		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	984	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	103.81		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D8.137.EMP.Thomas.sponges.16S.L008	0	Webster.2.D8.137		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	988	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	42.45		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.D9.138.EMP.Thomas.sponges.16S.L008	0	Webster.2.D9.138		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	989	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	126.54		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E1.142.EMP.Thomas.sponges.16S.L008	0	Webster.2.E1.142		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	1002	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	n	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E10.151.EMP.Thomas.sponges.16S.L008	0	Webster.2.E10.151		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	987	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	167.64		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E11.152.EMP.Thomas.sponges.16S.L008	0	Webster.2.E11.152		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	997	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	17.43		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E12.153.EMP.Thomas.sponges.16S.L008	0	Webster.2.E12.153		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	998	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E2.143.EMP.Thomas.sponges.16S.L008	0	Webster.2.E2.143		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 100% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	994	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	238.6		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E3.144.EMP.Thomas.sponges.16S.L008	0	Webster.2.E3.144		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 100% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	995	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	149.96		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E4.145.EMP.Thomas.sponges.16S.L008	0	Webster.2.E4.145		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 100% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	996	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	n	True	Host-associated	Animal	Animal corpus	1740	150.87		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E5.146.EMP.Thomas.sponges.16S.L008	0	Webster.2.E5.146		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	979	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	5.0		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E6.147.EMP.Thomas.sponges.16S.L008	0	Webster.2.E6.147		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	980	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	154.14		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E7.148.EMP.Thomas.sponges.16S.L008	0	Webster.2.E7.148		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 0% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	981	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	55.67		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E8.149.EMP.Thomas.sponges.16S.L008	0	Webster.2.E8.149		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	985	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	43.15		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.E9.150.EMP.Thomas.sponges.16S.L008	0	Webster.2.E9.150		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 1.6% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	986	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	20.16		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F1.154.EMP.Thomas.sponges.16S.L008	0	Webster.2.F1.154		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 25% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	999	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	17.48		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F10.163.EMP.Thomas.sponges.16S.L008	0	Webster.2.F10.163		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil + disp 1.6% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	966	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	230.14		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F11.164.EMP.Thomas.sponges.16S.L008	0	Webster.2.F11.164		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil + disp 25% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	970	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	166.78		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F12.165.EMP.Thomas.sponges.16S.L008	0	Webster.2.F12.165		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil + disp 25% 2h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	971	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	238.62		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F2.155.EMP.Thomas.sponges.16S.L008	0	Webster.2.F2.155		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 100% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	991	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	47.1		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
1740.Webster.2.F3.156.EMP.Thomas.sponges.16S.L008	0	Webster.2.F3.156		R. odorabile Larvae Hydrocarbon Expt	2012-01-14 00:00:00		GAZ:Australia	1.0	Rhopaloeides oil 100% 24h	True	0	ENVO:marine biome	ENVO:reef	True	True	True	stressed	sponges	Dictyoceratida	992	476028.0	Environment	-18.84478	Larvae		147.64401999999998	Samples came as dried down DNA samples in 96 well plates				Upright -80 Rack 4BA3	True	y	True	Host-associated	Animal	Animal corpus	1740	206.6		XXQIITAXX		28	Microbial Community Assemblages found within Marine Sponges
