#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.3.E1.237.1181633	Webster.3.E1.237.1181633	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E1.237	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E1.237	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.H1.367.1181631	Webster.4.H1.367.1181631	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.H1.367	281036.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.H1.367	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef, Australian Museum specimen	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.2.D9.138.1181317	Webster.2.D9.138.1181317	1/14/12	Webster	Australia	1	Rhopaloeides oil 1.6% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D9.138	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D9.138	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.4.E10.340.1181279	Webster.4.E10.340.1181279	1/1/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 64	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E10.340	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.E10.340	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.4.G8.362.1182383	Webster.4.G8.362.1182383	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.G8.362	666329.0	EMP_Thomas_sponges_16S_L008	-20.4515	Adult	116.84067	Webster.4.G8.362	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dampier, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.C6.218.1182440	Webster.3.C6.218.1182440	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.C6.218	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.C6.218	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.E11.152.1181423	Webster.2.E11.152.1181423	1/14/12	Webster	Australia	1	Rhopaloeides oil 25% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E11.152	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E11.152	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.1.H3.87.1181226	Webster.1.H3.87.1181226	7/1/10	Webster	Australia	8	Purple Phyllospongia	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Phyllospongia sp.	Phyllospongia sp.	Healthy	Webster.1.H3.87	279624.0	EMP_Thomas_sponges_16S_L008	13.4513	Adult	144.65636999999995	Webster.1.H3.87	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Guam	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.G8.80.1181753	Webster.1.G8.80.1181753	7/1/10	Webster	Australia	8	Coelocarteria singaporensis (oceanapia)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.1.G8.80	281036.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.G8.80			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	18.5
10793.Webster.2.C6.123.1181892	Webster.2.C6.123.1181892	1/14/12	Webster	Australia	1	Rhopaloeides disp 0% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.C6.123	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.C6.123	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.4.E9.339.1182055	Webster.4.E9.339.1182055	12/31/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 32	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E9.339	1162776.0	EMP_Thomas_sponges_16S_L008	-16.053079999999998	Adult	123.35887	Webster.4.E9.339	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.4.F10.352.1181454	Webster.4.F10.352.1181454	1/15/13	Webster	Australia	12	Rhopaloeides odorabile	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Healthy	Webster.4.F10.352	476028.0	EMP_Thomas_sponges_16S_L008	-14.19085	Adult	121.80665	Webster.4.F10.352	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Scott Reef, NW atoll, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.A6.194.1182307	Webster.3.A6.194.1182307	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.A6.194	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.A6.194	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.D6.135.1181072	Webster.2.D6.135.1181072	1/14/12	Webster	Australia	1	Rhopaloeides oil 0% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D6.135	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D6.135	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.4.E5.335.1181084	Webster.4.E5.335.1181084	12/27/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 16	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.E5.335	1162776.0	EMP_Thomas_sponges_16S_L008	-15.33228	Adult	124.105	Webster.4.E5.335	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.A8.196.1182074	Webster.3.A8.196.1182074	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.A8.196	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.3.A8.196	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.1.D11.47.1182116	Webster.1.D11.47.1182116	9/25/12	Webster	Australia	5	C. coralliophilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cymbastella coralliophilla	Cymbastela coralliophila	Healthy	Webster.1.D11.47	85786.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D11.47			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	17.4
10793.Webster.4.C6.312.1182182	Webster.4.C6.312.1182182	12/16/12	Webster	Australia	Missing:not provided	Blue Ircinia larvae	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Blue Ircinia	Ircinia sp.	Healthy	Webster.4.C6.312	275431.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.C6.312	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.1.D12.48.1182260	Webster.1.D12.48.1182260	9/25/12	Webster	Australia	5	C. coralliophilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cymbastella coralliophilla	Cymbastela coralliophila	Healthy	Webster.1.D12.48	85786.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D12.48			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	15.9
10793.Webster.2.H5.182.1181283	Webster.2.H5.182.1181283	4/9/12	Webster	Taiwan	10	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Taiwan	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.2.H5.182	593584.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.H5.182	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.1.F4.64.1181967	Webster.1.F4.64.1181967	7/1/10	Webster	Australia	8	R. odorabile	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Healthy	Webster.1.F4.64	476028.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.F4.64			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	20
10793.Webster.3.G7.267.1181493	Webster.3.G7.267.1181493	9/21/06	Webster	Australia	12.8	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G7.267	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G7.267	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.D11.329.1181597	Webster.4.D11.329.1181597	12/21/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 4	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.D11.329	1162776.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.D11.329	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.1.F9.69.1181498	Webster.1.F9.69.1181498	7/1/10	Webster	Australia	8	X. Testudinaria	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Xestospongia testudinaria	Xestospongia testudinaria	Healthy	Webster.1.F9.69	178554.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.F9.69			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	12.6
10793.Webster.2.E8.149.1181293	Webster.2.E8.149.1181293	1/14/12	Webster	Australia	1	Rhopaloeides oil 1.6% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E8.149	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E8.149	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.D7.419.1181120	Webster.5.D7.419.1181120	7/23/12	Webster	Australia	1	Suberites diversicolour	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Suberites diversicolour	Suberites diversicolor	Healthy	Webster.5.D7.419	703610.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.D7.419	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.C5.122.1181282	Webster.2.C5.122.1181282	1/14/12	Webster	Australia	1	Rhopaloeides disp 0.4% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.C5.122	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.C5.122	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.5.B4.392.1181602	Webster.5.B4.392.1181602	11/22/07	Webster	Australia	19	Paratetilla sp (1)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paratetilla sp (1)	Paratetilla sp.	Healthy	Webster.5.B4.392	885877.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.B4.392	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.F3.345.1181381	Webster.4.F3.345.1181381	1/6/11	Webster	Australia	Missing:not provided	Coscinoderma larvae 256	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.F3.345	1162776.0	EMP_Thomas_sponges_16S_L008	-20.42883	Adult	116.95967	Webster.4.F3.345	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Dampier, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.3.F4.252.1181893	Webster.3.F4.252.1181893	4/21/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.F4.252	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.F4.252	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.3.G4.264.1182202	Webster.3.G4.264.1182202	10/10/11	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G4.264	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G4.264	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.5.B7.395.1181460	Webster.5.B7.395.1181460	6/11/07	Webster	Australia	19	Spheciospongia vagabunda	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Spheciospongia vagabunda	Spheciospongia vagabunda	Healthy	Webster.5.B7.395	237083.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.B7.395	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.D4.322.1181775	Webster.4.D4.322.1181775	12/14/10	Webster	Australia	Missing:not provided	Coscinoderma larvae 0	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Coscinoderma matthewsi	Coscinoderma sp.	Stressed	Webster.4.D4.322	1162776.0	EMP_Thomas_sponges_16S_L008	-18.5996	Adult	146.49222	Webster.4.D4.322	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island, Little Pioneer Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.6
10793.Webster.2.A5.99.1181762	Webster.2.A5.99.1181762	7/5/10	Webster	Australia	8	Ircinia blue (spongia)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Blue Ircinia	Ircinia sp.	Healthy	Webster.2.A5.99	275431.0	EMP_Thomas_sponges_16S_L008	13.4513	Adult	144.65636999999995	Webster.2.A5.99	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Guam	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.E12.60.1182162	Webster.1.E12.60.1182162	9/25/12	Webster	Australia	12	X. testudinaria	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Xestospongia testudinaria	Xestospongia testudinaria	Healthy	Webster.1.E12.60	178554.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.E12.60			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	15.4
10793.Webster.2.H1.178.1181857	Webster.2.H1.178.1181857	1/14/12	Webster	Australia	1	Rhopaloeides oil + disp 25% 24h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.H1.178	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.H1.178	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Poecilosclerida	1740	1163772	SpongeMicrobiome Project	22.2
10793.Webster.5.C9.409.1181840	Webster.5.C9.409.1181840	12/4/12	Webster	Papua New Guinea	8	Stylissa massa Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Stylissa massa	Stylissa massa	Healthy	Webster.5.C9.409	279589.0	EMP_Thomas_sponges_16S_L008	-18.560283	Larvae	146.484617	Webster.5.C9.409	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	C.matthewsii larvae Copper Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.2.B5.111.1182087	Webster.2.B5.111.1182087	7/17/10	Webster	Australia	8	Cinachyra (tethya)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cinachyra sp.	Tethya sp.	Healthy	Webster.2.B5.111	34493.0	EMP_Thomas_sponges_16S_L008	-9.74967	Adult	143.39925	Webster.2.B5.111	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Masig Island Torres Strait	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	26.6
10793.Webster.3.G5.265.1182295	Webster.3.G5.265.1182295	9/21/06	Webster	Australia	12.9	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.G5.265	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.G5.265	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.E1.142.1181675	Webster.2.E1.142.1181675	1/14/12	Webster	Australia	1	Rhopaloeides oil 25% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.E1.142	476028.0	EMP_Thomas_sponges_16S_L008	-18.56028	Adult	146.48462	Webster.2.E1.142	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Haplosclerida	1740	1163772	SpongeMicrobiome Project	22.2
